,[] -  / Time ,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20
33,PACLITAXEL INJECTION (J9265) - Dose USD ,"$22,946,293.03 ","$20,850,021.75 ","$24,056,106.53 ","$22,196,620.81 ","$20,537,931.92 ","$25,729,074.14 ","$22,324,128.34 ","$26,717,430.26 ","$20,896,339.70 ","$19,769,854.17 ","$25,250,660.82 ","$21,499,119.20 ","$19,578,050.55 ","$18,949,752.41 ","$24,477,379.71 ","$17,403,403.25 ","$22,297,267.23 ","$16,524,530.02 ","$16,099,737.59 ","$22,286,246.31 ","$19,772,486.40 ","$18,456,235.49 ","$24,798,099.24 ","$21,920,213.33 ","$24,107,533.63 ","$20,680,666.73 ","$20,998,727.76 ","$19,777,420.00 ","$24,152,136.47 ","$18,352,968.07 ","$19,141,001.77 ","$21,773,447.98 ","$15,320,986.56 ","$17,495,492.76 ","$12,832,932.84 ","$7,376,219.99 ","$2,477,458.55 ","$158,800.57 ",,,"$189,052.64 ","$37,059.69 ",,"$15,444.78 ","$14,250.89 ","$8,650.58 ",,,,,,"$45,630.00 ","$108,927.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.54 ,"$4,291.17 ","$2,275.26 ",,,,
34,PAMIDRONATE DISODIUM /30 MG (J2430) - Dose Units ,"3,322","3,310","3,969","2,954","2,833","3,586","3,020","3,547","2,546","2,478","3,058","2,691","2,479","2,638","2,992","2,069","2,569","2,097","1,661","2,492","2,308","1,873","2,176","2,124","2,399","2,018","2,045","1,768","2,757","1,767","2,057","2,453","1,807","2,678","1,557",988,"1,516",923,"1,054","1,106",830,514,"1,055",686,"1,002","1,358",817,908,777,645,791,"1,159",737,580,606,829,"1,054",803,856,790,448,487,605,368,487,605,275,315,393,196,315,276,79,78,39,197,158,197,39,39,197,78,78,118,39,39,79,,78,39,78,118,118,79,39,118,157,118,
35,PAMIDRONATE DISODIUM /30 MG (J2430) - Dose USD ,"$2,668,604.13 ","$2,704,217.70 ","$3,193,433.59 ","$2,321,098.12 ","$2,204,350.22 ","$2,710,836.70 ","$2,219,891.17 ","$2,549,898.22 ","$1,756,409.02 ","$1,679,185.73 ","$2,019,576.59 ","$1,772,204.07 ","$1,631,714.99 ","$1,713,763.51 ","$1,902,056.29 ","$1,307,670.07 ","$1,571,411.06 ","$1,253,125.26 ","$991,189.29 ","$1,466,257.91 ","$1,371,921.36 ","$1,121,894.22 ","$1,347,644.67 ","$1,350,232.11 ","$1,511,864.19 ","$1,232,604.49 ","$1,228,835.39 ","$1,019,291.78 ","$1,482,416.84 ","$896,491.87 ","$993,037.32 ","$1,123,444.56 ","$798,002.82 ","$1,150,950.84 ","$629,716.97 ","$375,719.11 ","$561,135.27 ","$307,257.47 ","$309,459.67 ","$297,715.85 ","$232,878.08 ","$141,847.30 ","$253,896.30 ","$161,882.28 ","$239,588.22 ","$305,522.84 ","$146,457.46 ","$148,231.00 ","$120,142.85 ","$98,506.53 ","$107,918.11 ","$146,214.80 ","$92,016.29 ","$69,249.10 ","$71,920.08 ","$109,245.62 ","$159,425.93 ","$127,171.11 ","$179,359.82 ","$167,370.98 ","$101,147.20 ","$102,088.15 ","$115,124.24 ","$68,536.32 ","$63,867.62 ","$64,774.93 ","$24,504.56 ","$27,755.44 ","$35,256.03 ","$16,711.45 ","$22,913.10 ","$19,133.01 ","$4,765.28 ","$5,098.86 ","$2,047.11 ","$10,008.59 ","$8,250.76 ","$9,159.18 ","$1,464.45 ","$1,515.93 ","$6,456.68 ","$2,108.73 ","$1,898.13 ","$3,171.84 ",$839.67 ,"$1,048.32 ","$2,358.94 ",,"$2,977.26 ","$1,810.77 ","$3,134.04 ","$5,070.46 ","$4,589.02 ","$5,242.44 ","$3,607.50 ","$14,652.06 ","$22,792.21 ","$18,413.90 ",
36,PANHEMATIN (J1640) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PANHEMATIN (J1640) - Dose USD ,$0.00 ,,,,,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,$0.00 ,$0.00 
38,PAPAVERINE HCL (J2440) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PAPAVERINE HCL (J2440) - Dose USD ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,,$0.00 ,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
0,"NON-HUMAN, NON-METAB TISSUE (J7345) - Dose Units ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"NON-HUMAN, NON-METAB TISSUE (J7345) - Dose USD ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
2,NON-INHALATION DRUG FOR DME (J7799) - Dose Units ,"4,579","2,890","4,921","6,334","5,515","5,238","5,120","6,506","5,041","4,051","6,043","7,140","4,751","4,750","6,665","4,289","4,314","3,642","2,665","4,077","3,535","4,368","5,159","5,874","6,414","5,384","5,872","5,872","7,008","5,410","6,203","8,051","7,113","7,483","8,433","6,097","7,919","8,289","9,264","6,347","6,691","5,542","6,294","4,210","3,800","4,513","3,311","3,576","4,116","3,786","2,902","4,947","3,615","3,946","2,651","1,925","3,338","1,583",724,698,645,777,870,606,565,987,"1,279","1,912","3,615","2,375","2,176","2,427","1,978","1,227","1,820","1,742","1,780","1,609","1,490","1,991","1,662","1,530","1,727","1,530","1,477","1,490","1,833","1,318","2,045","1,530","1,107","2,322","1,583","1,609","1,687","1,913","1,900","1,438",870
3,NON-INHALATION DRUG FOR DME (J7799) - Dose USD ,"$3,023,399.23 ","$1,963,617.73 ","$4,206,136.17 ","$4,572,340.42 ","$3,668,977.84 ","$3,225,036.60 ","$2,939,993.60 ","$3,518,327.69 ","$2,074,522.73 ","$1,649,243.12 ","$2,522,693.26 ","$2,933,554.68 ","$2,025,481.95 ","$2,066,903.13 ","$2,926,681.48 ","$1,819,769.09 ","$1,691,799.81 ","$1,503,645.23 ","$997,396.24 ","$1,360,780.29 ","$1,070,990.11 ","$1,282,750.56 ","$1,507,882.84 ","$1,561,265.15 ","$1,715,603.89 ","$1,572,760.62 ","$1,866,826.24 ","$1,894,982.48 ","$2,311,967.23 ","$1,783,595.85 ","$2,025,155.44 ","$2,409,213.44 ","$1,864,672.95 ","$1,860,243.87 ","$1,967,988.13 ","$1,334,694.27 ","$1,715,255.40 ","$1,753,227.11 ","$1,992,431.64 ","$1,433,533.42 ","$1,814,652.73 ","$1,698,775.41 ","$2,042,554.06 ","$1,506,011.73 ","$1,556,679.50 ","$1,978,887.32 ","$1,551,327.66 ","$1,893,876.42 ","$2,171,255.86 ","$2,106,426.29 ","$1,576,867.00 ","$2,539,611.71 ","$1,789,976.29 ","$1,811,401.44 ","$1,259,776.41 ","$917,122.94 ","$1,820,111.26 ","$1,036,694.83 ","$503,862.37 ","$445,758.51 ","$394,011.15 ","$439,478.97 ","$412,912.44 ","$228,742.76 ","$148,934.00 ","$242,665.79 ","$293,824.67 ","$446,365.96 ","$876,304.92 ","$571,549.69 ","$587,432.96 ","$683,273.31 ","$570,974.43 ","$366,596.93 ","$548,955.68 ","$519,338.11 ","$514,931.75 ","$450,919.03 ","$425,793.58 ","$661,477.89 ","$740,466.71 ","$818,836.88 ","$1,058,236.52 ","$940,577.60 ","$960,633.42 ","$880,180.25 ","$982,685.96 ","$494,263.18 ","$661,970.59 ","$484,294.73 ","$368,927.12 ","$779,458.25 ","$551,287.67 ","$569,642.32 ","$623,133.94 ","$738,795.82 ","$782,125.50 ","$620,356.80 ","$448,276.20 "
4,NONMETABOLIC ACT D/E TISSUE (J7343) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NONMETABOLIC ACT D/E TISSUE (J7343) - Dose USD ,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,NOVOSEVEN (J7189) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,NOVOSEVEN (J7189) - Dose USD ,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,,,,$0.00 ,,,,,,,,,,,,,,,,,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,NPLATE (J2796) - Dose Units ,"2,452","3,588","2,769","2,492","2,571","4,221","3,957","4,789","3,416","3,179","4,351","4,168","3,377","3,429","4,126","2,769","3,772","2,837","2,968","3,932","3,510","3,457","4,816","5,476","5,542","4,419","4,500","4,565","5,423","4,222","4,459","4,961","3,919","3,971","1,766",684,909,"1,820","1,317","1,464","1,039",948,"1,239","1,227","1,002","1,582",935,"1,133","1,278","1,147",922,"1,794",909,"1,186","1,569","1,265","1,582",962,976,"1,093",475,446,527,910,816,"1,120",856,592,644,"1,186",817,763,764,724,"1,213",697,698,988,473,631,724,644,"1,198",512,474,315,592,566,275,275,566,987,962,487,433,315,473,975,778
9,NPLATE (J2796) - Dose USD ,"$12,146,441.75 ","$16,125,790.59 ","$11,657,744.75 ","$10,337,657.05 ","$10,399,296.50 ","$16,764,841.17 ","$15,323,344.01 ","$18,107,161.11 ","$12,791,049.74 ","$11,690,033.38 ","$15,821,662.69 ","$15,211,814.14 ","$12,451,834.81 ","$12,484,782.92 ","$15,150,969.07 ","$10,190,439.19 ","$13,951,247.45 ","$10,531,064.29 ","$10,902,294.74 ","$14,546,441.86 ","$12,940,966.35 ","$12,867,956.18 ","$18,278,704.19 ","$21,118,782.12 ","$22,901,727.55 ","$18,561,689.12 ","$19,116,911.25 ","$19,297,806.64 ","$22,798,281.15 ","$17,705,019.91 ","$17,922,738.70 ","$19,904,603.58 ","$15,871,097.23 ","$16,436,278.74 ","$7,469,133.47 ","$2,833,808.58 ","$3,580,191.04 ","$6,973,848.70 ","$5,009,913.96 ","$5,635,122.51 ","$3,987,644.49 ","$3,655,530.66 ","$4,655,515.12 ","$4,295,211.54 ","$3,143,855.16 ","$4,155,470.88 ","$2,052,642.90 ","$2,108,147.49 ","$2,163,135.13 ","$1,835,317.57 ","$1,432,366.09 ","$2,863,098.42 ","$1,500,949.89 ","$1,969,522.01 ","$2,681,113.48 ","$2,318,276.95 ","$3,022,534.40 ","$1,842,039.91 ","$1,876,269.72 ","$2,223,013.24 ","$988,961.07 ","$924,177.79 ","$1,071,632.10 ","$1,870,975.93 ","$1,649,903.04 ","$2,129,803.20 ","$1,635,088.31 ","$1,168,452.54 ","$1,339,179.90 ","$2,575,286.21 ","$1,809,677.47 ","$1,710,308.75 ","$1,766,532.26 ","$1,781,548.61 ","$3,037,048.75 ","$1,831,670.70 ","$1,921,588.77 ","$2,703,642.24 ","$1,241,671.07 ","$1,487,516.81 ","$1,585,643.19 ","$1,404,101.93 ","$2,552,322.23 ","$1,136,808.91 ","$1,162,413.90 ","$831,137.77 ","$1,672,600.04 ","$1,628,778.20 ","$814,725.97 ","$865,779.75 ","$1,852,691.99 ","$3,050,272.18 ","$2,646,185.43 ","$1,285,105.34 ","$1,130,109.17 ","$764,345.14 ","$1,197,110.92 ","$2,795,563.88 ","$2,448,109.18 "
10,NUMORPHAN (J2410) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,NUMORPHAN (J2410) - Dose USD ,$0.00 ,$0.00 ,$0.00 ,,,,,,$0.00 ,,,,$0.00 ,,$0.00 ,,$0.00 ,$0.00 ,,,$0.00 ,,$0.00 ,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
12,NUZYRA (J3490N) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,66,106,125,138,140,49,188,266,309,403,352,435,419,323
13,NUZYRA (J3490N) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$216,600.00 ","$238,260.00 ","$382,660.00 ","$451,250.00 ","$498,180.00 ","$505,400.00 ","$176,890.00 ","$678,821.00 ","$960,526.00 ","$1,115,799.00 ","$1,455,233.00 ","$1,271,072.00 ","$1,570,785.00 ","$1,513,009.00 ","$1,166,353.00 "
14,OCALIVA (K743J84) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,121,165,203,198,271,417,364,473,728,428,700,987,820,849,"1,121",977,"1,055","1,151",980,"1,029","1,330","1,070","1,078","1,376","1,131","1,419","1,157","1,170","1,402","1,116","1,136","1,171","1,354","1,112","1,586","1,261","1,281","1,601","1,285","1,311","1,657","1,294","1,631","1,300",939
15,OCALIVA (K743J84) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,400.00 ","$22,800.00 ","$689,700.00 ","$940,500.00 ","$1,157,100.00 ","$1,128,600.00 ","$1,544,700.00 ","$2,376,900.00 ","$2,074,800.00 ","$2,696,100.00 ","$4,149,600.00 ","$2,439,600.00 ","$3,990,000.00 ","$5,625,900.00 ","$4,674,000.00 ","$4,839,300.00 ","$6,389,700.00 ","$5,568,900.00 ","$6,013,500.00 ","$6,560,700.00 ","$5,586,000.00 ","$5,865,300.00 ","$7,581,000.00 ","$6,099,000.00 ","$6,144,600.00 ","$7,843,200.00 ","$6,446,700.00 ","$8,088,300.00 ","$6,594,900.00 ","$6,669,000.00 ","$7,991,400.00 ","$6,361,200.00 ","$6,475,200.00 ","$6,674,700.00 ","$7,717,800.00 ","$6,338,400.00 ","$9,040,200.00 ","$7,187,700.00 ","$7,301,700.00 ","$9,125,700.00 ","$7,324,500.00 ","$7,472,700.00 ","$9,444,900.00 ","$7,375,800.00 ","$9,296,700.00 ","$7,410,000.00 ","$5,352,300.00 "
16,OCREVUS (J3490HB) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,"1,145","1,590","2,308","1,823","1,848","2,496","3,008","3,919","5,448","4,333","5,194","6,054","5,202","6,023","8,846","7,519","9,230","7,942","8,155","10,660","8,676","8,796","8,710","12,122","9,649","11,475","9,660","10,013","13,389","11,211","11,240","13,606","10,494","11,478","10,577","7,702"
17,OCREVUS (J3490HB) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,632,500.00 ","$37,212,500.00 ","$51,675,000.00 ","$75,010,000.00 ","$59,247,500.00 ","$60,060,000.00 ","$81,120,000.00 ","$97,760,000.00 ","$127,367,500.00 ","$177,060,000.00 ","$140,822,500.00 ","$168,805,000.00 ","$196,755,000.00 ","$169,065,000.00 ","$195,747,500.00 ","$287,495,000.00 ","$244,367,500.00 ","$299,975,000.00 ","$258,115,000.00 ","$265,037,500.00 ","$346,450,000.00 ","$281,970,000.00 ","$285,870,000.00 ","$283,075,000.00 ","$393,965,000.00 ","$313,592,500.00 ","$372,937,500.00 ","$313,950,000.00 ","$325,422,500.00 ","$435,142,500.00 ","$364,357,500.00 ","$365,300,000.00 ","$442,195,000.00 ","$341,055,000.00 ","$373,035,000.00 ","$343,752,500.00 ","$250,315,000.00 "
18,OCTAGAM (J1568) - Dose Units ,"3,272","3,640","3,878","3,034","3,575","4,590","3,931","4,682","3,864","3,627","5,236","4,036","3,575","3,324","4,101","3,575","4,523","3,483","2,203","3,021","2,771","3,681","3,972","3,166","4,433","3,246","2,981","2,018","2,176","1,319","1,740","1,860","1,662","4,367","5,384","3,495","5,397","2,732","2,771","2,255","2,520","2,097","2,717","2,229","1,900","2,386","1,740","1,991","3,100","1,819","2,097","3,205","3,232","3,483","3,562","3,259","3,905","3,245","2,599","3,257","1,450","3,312","4,553","4,487","5,358","6,980","5,555","5,066","6,678","4,566","3,800","5,991","6,005","6,400","7,443","5,383","5,570","6,611","3,985","5,727","4,697","3,853","2,586","2,560","1,570","1,819","3,338","2,836","2,149","1,965","1,477","2,361","1,965","2,334","2,796","2,163","3,550","2,031","1,794"
19,OCTAGAM (J1568) - Dose USD ,"$29,908,808.85 ","$34,098,859.70 ","$37,301,783.96 ","$29,071,857.78 ","$33,865,968.57 ","$43,370,090.23 ","$37,378,291.27 ","$45,051,674.15 ","$37,183,901.45 ","$34,509,371.14 ","$48,993,252.00 ","$37,062,623.11 ","$32,577,241.48 ","$29,412,463.53 ","$34,859,082.75 ","$29,484,615.88 ","$36,649,009.63 ","$27,768,478.73 ","$17,241,278.32 ","$23,392,859.74 ","$21,641,731.68 ","$29,441,383.40 ","$32,665,712.51 ","$27,613,685.79 ","$39,060,927.33 ","$28,856,623.84 ","$26,004,775.26 ","$16,857,039.72 ","$17,408,622.12 ","$10,019,447.16 ","$12,834,870.58 ","$13,418,735.45 ","$12,167,626.48 ","$33,271,220.56 ","$41,505,942.46 ","$26,736,260.00 ","$41,807,255.50 ","$21,312,024.38 ","$21,358,292.74 ","$16,966,208.24 ","$18,756,662.15 ","$15,826,609.25 ","$20,507,644.30 ","$16,652,251.37 ","$13,813,926.25 ","$16,989,336.44 ","$12,264,568.35 ","$13,668,976.36 ","$21,304,198.20 ","$12,768,829.57 ","$14,982,435.69 ","$24,470,962.79 ","$25,134,908.48 ","$27,997,032.84 ","$28,959,081.37 ","$26,734,098.11 ","$32,287,501.02 ","$26,212,874.74 ","$20,868,417.10 ","$25,119,279.96 ","$10,685,851.13 ","$22,671,741.24 ","$27,717,125.09 ","$23,960,928.19 ","$25,618,741.20 ","$29,808,704.24 ","$21,708,940.00 ","$19,144,920.09 ","$25,743,074.96 ","$18,509,308.35 ","$15,680,006.50 ","$25,424,856.82 ","$26,793,093.99 ","$30,176,496.00 ","$39,209,009.47 ","$29,997,036.65 ","$32,230,553.79 ","$40,047,904.25 ","$24,985,302.44 ","$35,204,602.06 ","$26,639,997.92 ","$22,371,673.90 ","$16,395,684.53 ","$18,303,782.14 ","$11,892,388.90 ","$14,255,966.85 ","$27,631,570.12 ","$23,942,568.13 ","$18,535,906.81 ","$16,938,938.43 ","$12,349,651.33 ","$20,262,748.44 ","$18,385,090.20 ","$22,927,208.29 ","$27,841,818.67 ","$21,955,926.46 ","$36,699,046.94 ","$21,620,162.56 ","$18,121,797.86 "
20,OCTREOTIDE ACETATE INJECTION (J2352) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,OCTREOTIDE ACETATE INJECTION (J2352) - Dose USD ,,,$0.00 ,,$0.00 ,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"OCTREOTIDE INJ, NON-DEPOT (J2354) - Dose Units ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"OCTREOTIDE INJ, NON-DEPOT (J2354) - Dose USD ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,,$0.00 ,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,,,,,,,,$0.00 ,,,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,
24,"OCULAR DEV, INTRAOP, DET RET (C1784) - Dose Units ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"OCULAR DEV, INTRAOP, DET RET (C1784) - Dose USD ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,$0.00 ,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,,$0.00 ,,$0.00 ,,$0.00 ,,,$0.00 ,,,,,,,,,,
26,"OCULAR IMP, AQUEOUS DRAIN DE (C1783) - Dose Units ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"OCULAR IMP, AQUEOUS DRAIN DE (C1783) - Dose USD ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,,,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,,,,,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,
28,OFIRMEV (J0131) - Dose Units ,"35,429","42,056","46,063","32,189","55,943","59,228","53,730","104,097","72,605","107,414","70,310","60,039","67,216","77,508","116,019","103,973","121,181","101,004","117,435","101,554","112,825","97,143","131,841","107,351","128,373","109,349","114,075","95,616","136,882","120,163","118,958","138,253","100,768","140,888","111,442","114,826","144,872","113,350","115,107","115,875","138,973","104,188","136,820","117,153","103,418","131,059","105,752","100,577","132,037","111,961","103,972","131,107","100,335","115,778","138,296","107,639","159,219","120,815","110,254","129,091","117,372","130,266","163,426","116,208","114,825","146,038","116,002","117,289","144,048","119,553","116,782","163,877","132,853","136,666","154,007","134,663","135,841","172,330","136,301","171,465","137,395","136,493","174,588","141,131","143,299","144,151","173,106","143,765","186,987","149,265","147,729","181,687","137,725","148,307","185,286","136,380","179,419","146,868","93,876"
